---,Name,Description,Image,Audio
80,80. An armbreak with a throw,"Compose yourself for the aforementioned encounter in this way: place your left foot outside the opponent's right foot and seize their right side with your left hand. |If the opponent uses the same method against you, act quickly to seize their left hand with your left hand and pull it to your chest. |Then, place their right arm under your left arm near the shoulder, extend your right arm below it to assist your left arm, and if you suppress their armpit downward, you will break their arm. |Then, if you pull them from your right hip using your right foot, you will force the opponent to fall.",,
81,81. A throw from the tongs,"If you approach the opponent's view, place your left foot outside their right foot. |But if they place their right foot forward against you and seize your groin, then immediately seize their left hand with your right hand and pull them in this posture, while your left hand seizes their right arm near the elbow. |However, if the opponent uses the same method against you, then seize the leather strap placed on their left shoulder with your right hand. |If the opponent seizes you in the same way, then remove your left hand from their left elbow, and if you apply it to their neck, throw the opponent down from the scissor-like posture using your left foot.",,
82,82. A toppling from the tongs,"At the beginning of this fight, compose yourself in the balance posture, ensuring your right foot is placed against the opponent. |If they advance against you upright, placing their right foot forward in the balance posture, then direct your left hand over their chest to seize their left side. |If the opponent uses the same method, quickly seize their left hand and pull them towards you. |Then, apply your right hand to their head from above and suppress them in this way. |However, if the opponent uses the same method, apply your right arm to the opponent's knees, and if you firmly suppress them to your left side while lifting them from below, you will throw the opponent down from the scissor-like posture.",,
83,83. A throw from the open tong hold,"Prepare yourself for this fight in this way: place your left foot outside the opponent's right foot and apply your left hand near their neck to their right shoulder from above. |However, if the opponent attempts to use the same method, place both of their arms under your left arm, pressing them to your chest. |In this posture, the opponent will bend forward. |But if they use the same method against you, standing in the balance posture, then extend their right foot backward to their right heel, directing your arm over their left heel. |If you pull the opponent in this posture and push them upward, throw them down on their back.",,
84,84. A tong hold throw from the scales,"When you approach the opponent closely in their view, adapt yourself into the balance posture, ensuring your left foot is placed behind their right foot. |Then, quickly seize their left foot with your left hand and apply your head to their chest. |However, if they use the same method, place both of your hands on their head from above and suppress them in this way. |If the opponent uses the same method against you, apply your right hand to their face. |Then, push them upward and pull them downward, and in this way, throw the opponent down on their back from the scissor-like posture.",,
85,85. An armlock,"Compose yourself for this type of fight in this way: advance with your right foot, seize the opponent's pubic area with your right hand, and their chest with your left hand. |If they seize you in the same way with both hands, then seize their right arm from below with your left hand and their left elbow from the outside with your right hand, locking their arms in this posture. |Then, place their right foot over your right foot, and throw the opponent down towards your right side.",,
86,86. A throw from the upper tong hold,"When you mutually engage, place your right foot behind the opponent's left foot. |But if they place their left foot forward against you and apply their left hand to your right side while pulling you backward with their right hand, then place your right arm under their right armpit, and your left hand on their right shoulder near their neck. |Then, pull the opponent towards your right side, and throw them down from the scissor-like posture using your placed foot.",,
87,87. A throw over the high hip,"If you approach the opponent closely, place your left foot forward and extend your left hand under their right armpit, encircling their hips. |But if the opponent uses the same method against you, place your right hand over their left shoulder, and extend your left hand over their chest while placing your right arm under their left armpit. |However, if the opponent applies their right arm to your left shoulder and attempts to repel you, then firmly apply your left hip to their left hip. |Then, if you push them to your right side, you will throw the opponent down from the prescribed form.",,
88,88. Strengthening the weakness,"In this fight, remember to place your left foot forward, apply your left hand to the opponent's right shoulder, and seize their left side with your right hand. |If they seize you in the same way, adapt yourself into the balance posture, seize their left arm with your right hand, and lift their arm upward in this posture while inserting your left knee inside their left knee. |If they use the same method against you, quickly retract your left foot and apply your right hand to their left arm, suppressing them in this way. |If they suppress you in return, then apply your head under their left armpit, and if you remove yourself from this posture, the opponent will fall on their back.",,
89,89. A throw from the upper weak point,"If you approach the opponent's view, place your left foot outside their right foot, and extend your left hand backward to seize their right shoulder from the outside, while your right hand seizes their left arm from above. |However, if the opponent embraces you in the same way, encircle their hips with your left arm and apply your right hand to their neck on the right side. |Then, if you quickly lower your left knee and pull the opponent downward from above, they will be rendered weak and you will throw them down.",,
90,90. A throw from the middle weak point,"In the encounter, if the opponent places their right foot forward against you and seizes your left arm from above with their left hand, then repel the opponent by twisting them. |Then, encircle their hips with your left hand and apply it to your right hip, while seizing their left foot from below with your right hand. |If you lift them from this posture, you can throw the opponent down prone using your hip.",,
91,91. A throw from the middle and lower weak points,"Place your left foot between both of the opponent's feet at the start of this fight, apply your left hand to their neck from behind, and pull them towards you. |However, if the opponent uses the same method against you, encircle their middle with your right hand, seize their right side, and seize their left foot from below with your left hand. |Then, suddenly drop your left knee, and if you push them downward from above while lifting them from below, the opponent will be weakened in every way, and you can throw them down on their back using your right foot.",,
92,92. A throw from a run-in,"From this fight's encounter, compose yourself prone in the balance posture in the opponent's view. |If the opponent charges against you standing upright with their legs parallel, then quickly charge back and apply your head to their groin. |Then, seize both of their feet from below with both of your hands. |In this posture, if you lift them, the opponent will fall stretched out.",,
93,93. A throw with an arm-twist,"Prepare yourself for the aforementioned fight in this way: place your right foot outside the opponent's right foot backward, seize their left foot near the groin with your right hand, and their left arm with your left hand. |However, if the opponent approaches you in the same way, applying their left hand near your groin and seizing your left arm from above with their right hand, then avert them by twisting them with your left hand and apply it to their neck. |Then, insert your right foot against their right foot, push them upward, pull them towards you from below, and if you lift the opponent near their groin from this posture, they will be forced to fall.",,
94,94. A press down,"Step forward against the opponent with your right foot. |However, if they stand prone in the balance posture against you, attempting to apply their head to your chest, carefully press both of your arms over both of their arms near their chest. |Then, apply your chest to their head and suppress them in this way. |Afterward, if you retract your right foot and pull them forward, the opponent will fall prone on their face.",,
95,95. A throw from the tong hold with the upper weak point,"In this aforementioned encounter, place your right foot inside the opponent's left foot, encircle their hips backward with your right hand, and seize their right arm with your left hand. |However, if the opponent embraces you in the same way, place your left foot backward between both of their feet, seize their groin from below with your right hand, and apply your left hand under their chin to their neck. |Then, lift them from below, suppress them downward to your left side, and throw the opponent down on their back using your left foot.",,
96,96. A drive-down,"Compose yourself for the aforementioned fight in this way: place your left foot between both of the opponent's feet, encircle their hips backward with both of your arms, and if you lift them, throw the opponent downward. |However, if they seize you in the same way, then seize their neck with both of your arms and apply their head to your shoulder. |If the opponent attempts the same, strike their right knee with your right knee, and in this way, the opponent will not be able to support themselves and will fall.",,
97,97. A throw from the lifting of the opponent,"When you mutually engage, adapt yourself to this type of fight in this way: advance against the opponent with your left foot, encircle their middle with both of your arms, and pull them towards you. |However, if the opponent seizes you in the same way, apply both of your hands to their neck and apply their head to your chest. |If the opponent attempts the same, remove your right hand from their hips and apply it to their left elbow. |Then, if you insert your right foot against their left foot and push them upward, throw the opponent down to your left side.",,
98,98. A throw from the strong,"Place your right foot forward against the opponent's right foot in this fight, then lower yourself into the aforementioned posture, where you apply your strength to the opponent, apply your head to their groin, and encircle their left foot with both of your hands. |However, if they seize your right arm with their left hand and your groin with their right hand, attempting to repel you, then press their groin firmly with your head and body. |In this way, if you pull the opponent's foot with both of your hands, they will fall on their back.",,
99,99. A carry-off with a throw,"Compose yourself in this posture, which will be described below: stand upright against the opponent with your legs parallel, presenting your left side to them. |Then, encircle their hips with your left hand and seize their left armpit. |However, if the opponent seizes you in the same way, immediately adapt yourself prone into the balance posture, applying your body to their hips, and you can throw or carry the opponent. |If they seize you in the same way, you can seize their hair with your right hand to support yourself and avoid falling.",,
100,100. A throw over the shoulder,"In this encounter, if the opponent attempts to seize your left side with their left hand, quickly seize their left hand with your right hand and pull it over your right shoulder. |Then, extend your head under their left arm, seize their right foot with your left hand, and if you lift them, you can throw or carry the opponent over your right shoulder.",,
101,101. A throat throw,"If you approach the opponent closely, place your right foot farther forward against their right foot and apply your right hand to their throat. |Seize their right side with your left hand, and in this way, you can throw the opponent down using your placed foot. |However, if they approach you in the same way, seize their left arm near the joint with your right hand and their chest with your left hand. |Then, strike their left knee with your left foot, and in this way, the opponent is weakened and you can throw them down using your right foot.",,
102,102. A go-behind,"If you approach the opponent, place your right foot forward and seize their right hand with your right hand. |Then, deceitfully circumvent them with your left foot so that your back is presented to their back, and apply your left hand under their right armpit. |However, if the opponent uses the same deceptive posture against you, quickly incline yourself prone downward, applying your head to their hips. |Afterward, seize their right foot with your left hand, lift them, and with your body pressing against their back with all your strength, raise yourself, and in this posture, you can throw or carry the opponent.",,
103,103. A head first topple,"Carefully ensure, if you approach the opponent's view, to seize their garment or armor near the neck with your left hand. |Meanwhile, do not hesitate to lean forward and extend your arm; if you do this, the opponent will not be able to embrace you. |But if they attempt to free themselves in the same way, then push them forcefully with the aforementioned arm as if you intend to throw them prone. |However, if the opponent extends their hands towards the ground, fearing a fall, nevertheless hold their chest firmly, then interpose your right hand backward between both of their feet, seize their right hand, and if you lift either of their feet upward, you can throw them headfirst.",,
104,104. A carry-off,"Compose yourself for this type of fight in this way: if the opponent places their right foot forward against you and attempts to seize your right side with their right hand, then quickly seize their right hand with your left hand. |Once lifted, immediately lean forward into the balance posture so that the opponent's back is applied to your left shoulder, while your right hand seizes their left foot from below. |Then, if you raise yourself, you can carry or throw the opponent wherever you wish.",,
105,105. How to hold a thrown opponent down,"If the opponent has fallen and you have fallen with them, carefully ensure to apply your left hand to their left shoulder and suppress them firmly in this posture. |Meanwhile, entangle your right hand in the opponent's hair. |Then, press their back with your right knee and place your left foot over both of their feet. |Afterward, press them down, and then, by pulling their hair upward firmly, you will prevent the opponent from rising.",,
106,"106. How to pin down a fallen opponent, so that he cannot get up again","If both of you have fallen, adapt yourself in this way: seize the opponent's right elbow from the inside with your left hand and lift it upward, while inserting your right arm forward into their left arm, extending both arms apart. |However, if the opponent uses the same method against you and applies their chest to yours, placing both of their feet between yours, then place your right foot over their back and your left foot over their right foot. |In this way, both you and the opponent are equally blocked. |But if you wish to free yourself, strike their groin with your left knee, and in this posture, they will be forced to release you and will not be able to exert their strength.",,
107,107. A Grip From Which A Throw Follows,"When you meet the opponent face-to-face, place your left foot forward and strike their right arm with your right hand. |If the opponent seizes you in this way, then advance your right foot inside their left foot and follow quickly with your left foot, seizing the bend of their arm with your left hand. |Lift the opponent upward, and then you can throw them down.",,
108,108. A Wrestling Device From The Scales,"Prepare yourself for this posture in this way: leap inside with both of your feet placed together between both of the opponent's feet, and seize their left arm with your right arm from below, encircling their body, while your left arm encircles their neck from above on their right side. |Pull them strongly upward towards you and compose yourself into the balance posture below, then throw them to the ground.",,
109,109. A Carry-Off,"Prepare yourself for this encounter in this way: if the opponent stands upright before you, advance with your right foot against them and seize their right hand firmly with your left hand. |Meanwhile, lower yourself while balancing their right arm and bending it backward into their body. |Lift them upward, and then you can carry the opponent wherever you wish.",,
110,110. An Upper And Lower Hold,"Prepare yourself for this move in this way: leap with your right foot outward behind their left foot and seize their knee bend from the outside with your right hand, pulling it strongly towards you, while your left hand reaches for their right armpit and pushes them upward away from you. |If they seize you in the same way, leap with your right foot in front of their left foot, and you will enter into equal work against them.",,
111,111. A Hold With A Kick To The Groin,"Compose yourself for this fight in this way: leap with both of your feet against the opponent and seize both of their arms from above and below with your hands. |If the opponent holds you in this way, then quickly advance with your right foot towards their groin and seize their right arm from above with both of your hands, pulling them strongly towards you. |Simultaneously lower yourself into the balance posture, and then you will throw them upward",,
112,112. A Grip With Closed Arms,"Prepare yourself for this encounter in this way: advance with your left foot inside the opponent's left foot, extend your right arm in front of them, encircling their body, and your left arm towards their right side. |Lock your hands together firmly, and pull the opponent towards you in this posture. |If they hold you in this way, then advance with your left foot inside their left foot, insert both of your hands into their upper weakness, and push them strongly away from you. |Circle your left foot around their left foot and pull them strongly towards you in this way, then throw them down.",,
113,113. A Hold In Front And In The Back,"Prepare yourself for this form of engagement in this way: leap with your right foot inside their right foot and seize their left hand in front of them with your right hand, pushing it upward strongly. |If they seize you in the same way, then leap quickly with your right foot inside their right foot and seize their left hand in front of their chest with your right hand, pulling it strongly towards you. |Leap with your left foot behind their right foot, and then throw them down.",,
114,114. A Carry-Off,"Adapt yourself to this posture in this way: stand with your feet parallel against the opponent and lower yourself strongly into the balance posture. |If they stand against you in the same way, then lower yourself with the front part of your body into the balance posture and quickly place your head between both of their feet. |Seize the bend of both of their knees with both of your hands and press them upward with your whole body. |Then, you can carry the opponent.",,
115,115. An Armbreak With A Throw,"Compose yourself for this encounter in this way: advance with your right foot behind the opponent's right foot and seize their body from the front with your right hand and from the back with your left hand. |If they seize you in this way, then advance with your right foot behind their right foot and quickly seize their right elbow from below with your right hand and their right arm from the front with your left hand. |Then, you will break their arm or throw them down.",,
116,116. A Kick Against A Swift Grab,"Compose yourself for this form of engagement in this way: leap against the opponent and advance with your left foot towards their groin. |If they meet you in this way, then quickly seize their left foot with your right hand, pulling it strongly upward, and seize their left elbow with your left hand, pushing them upward strongly. |Then, you will throw them down.",,
117,117. A Press-Down Against The Scales,"Advance against the opponent in this way: lower yourself strongly into the balance posture below and leap with your left foot behind their right foot. |Seize their groin from below with your right hand, and with your left hand, seize the back of their neck from above, pressing them upward with your whole body. |If they hold you in this way, then press strongly with both of your hands on their neck, pushing them downward, and leap with your left foot against their right foot. |Then, you will free yourself and avoid being thrown down.",,
118,118. A Running In From Both Sides,"Compose yourself in this way: advance with your left foot inside their right foot and seize their left shoulder from the front with your right hand, and their right elbow from behind with your left hand. |Push them upward strongly away from you, and circle your left foot around their right foot inside the bend of their knee, pulling them towards you. |If they seize you in this way, then leap with your left foot behind their left foot and seize them with both of your hands as shown in the accompanying figure or description. |Then, you can throw them down just as they could throw you.",,
119,119. A Skip Against A Closed Hold,"Compose yourself for engagement in this way: leap with your right foot outward behind the opponent's left foot and seize their left armpit or shoulder with your right hand. |If they meet you in this way, then seize their right elbow with your left hand, pushing it strongly upward, and quickly seize their left knee bend with your right hand, pulling them upward. |In this way, you can easily throw them down.",,
120,120. A Free Entering,"Prepare yourself for engagement in this way: advance with your left foot and raise your right arm high against the opponent. |Meanwhile, leap with your right foot in front of their left foot and cross your right arm over their left elbow while seizing their chest from the front with your left hand. |If they hold you in this way, stand with your left foot forward in front of them, seize their right shoulder or armpit with your right hand, and leap with your right foot in front of their left. |Seize their right elbow from below with your left hand, push strongly upward, and then throw them down",,
121,121. A Throw From The Bar Guard,"Compose yourself for this encounter in this way: advance with your left foot inside their right foot and seize their body with both hands. |Pull strongly towards you. |If they hold you firmly in this way, place your right foot behind their left foot, seize their right arm from above with your right arm, and their right elbow with your left hand. |Pull strongly towards you, and in this way, throw them over your right foot.",,
122,122. A Turned Around Throw/A Throw From The Roundturner,"Prepare yourself for this encounter in this way: if the opponent stands with their back towards you, placing one foot forward and standing upright against you, seizing your chest with their left hand and lowering themselves into weakness, quickly leap with your right foot inside their left foot and insert your left hand into their left hand. |Pull them strongly towards you and seize their left elbow from behind with your right hand. |In this way, break their left arm and throw them down over your right foot.",,
123,123. A Grip With A Roundturner,"Compose yourself for this engagement in this way: leap with your left foot inside their left foot, and quickly seize the bend of their left knee with your left hand, lifting it upward. |If they hold you in this way, then place your left arm under their left arm, seize their right arm, and pull strongly towards you. |Then, guide your right hand around their neck, freeing yourself from being thrown and slipping away.",,
124,124. A Throw From The Scales,"Prepare yourself for this encounter in this way: advance with your right foot inside their right foot, seize their neck from behind on the left side with your right arm, and place your hand behind their elbow, suppressing them downward with your full arm. |If they hold you captive in this way, advance with your right foot and suppress yourself downward. |Then, quickly guide their right knee bend downward with your right hand, pull them strongly upward, and with your left hand, strike their right arm. |Push them backward, and both of you may fall together.",,
125,125. A Swift Grab from Plunging of the Opponent,"Adapt yourself to this posture in this way: stand firmly with your feet together and rush towards the opponent with your whole body, wrapping both of your arms around their neck from both sides, pressing them downward. |If the opponent lifts you in this way suddenly and swiftly, then seize them around their neck with your right hand and leap with your right foot against the opponent. |If they leap against you in this way, advance backward and pull them head-first downward.",,
126,126. An Embrace,"Prepare yourself for this type of engagement in this way: advance with your right foot inside their left foot, seize their left shoulder from below with your right hand, and their right shoulder with your left hand. |Pull the opponent strongly towards you. |If they hold you in this way, leap with your right foot in front of their left foot, seize their right knee bend with your left hand, and guide your right arm around their neck. |If they seize you in this way, then remove your right hand from their shoulder and place it below their knee, and in this way, you can throw them down.",,
127,127. A Grip On Both Weak-points,"Adapt yourself to this in the following way: place your left foot forward and quickly seize their groin from below and their neck from above. |If they hold you in this way, step forward with your right foot and press both of your hands below their right shoulder, firmly connecting them together. |Pull them strongly upward and leap backward simultaneously; in this way, you will free yourself from both weaknesses.",,
128,"128. A Throw With A Turning, Or A Turned Throw","Compose yourself for this method of engagement in this way: if the opponent attempts to seize you, quickly turn your back towards their chest and seize their head from behind with both of your hands. |Pull them strongly towards you while pushing them downward away from you. |If they hold you from behind in this way, seize their middle weakness with both of your arms and step backward with your left foot behind their right foot, inclining your head downward and bending them under you.",,
129,129. A Turning With An Armbreak,"Prepare yourself for this encounter in this way: place your left foot behind their right foot and guide your left hand in front of them to their neck. |Pull them strongly towards you with all your strength, and in this way, you can throw them down. |If they hold you in this way, place your right hand on their left elbow, push them away from you, leap with your left foot in front of their right foot, and guide your left hand under their neck. |In this way, you can throw them down.",,
130,130. A Free Wrestling Hold,"Prepare yourself for this encounter in this way: place your left foot forward and cross your left arm over your right arm, closing your hand and turning your thumb inward. |Quickly advance with your right foot in front of their left foot, lower yourself into the balance posture, seize their left knee bend with your right hand, and their right arm with your left hand. |Pull their upper body towards you while pushing them away from above, and in this way, you can throw them down. |If they strike you from above and below in this way, lower yourself firmly into the balance posture, and in this way, you can counter their strikes from above and below.",,
